timestamp,stock,best_bid,best_ask,bid_size,ask_size,mid_price,signal,future_return_1s,future_return_3s,future_return_5s
2024-01-01 09:30:25,AMZN,224.09,224.45,464.0,100.0,224.26999999999998,0.0004459307500682316,0.0,0.0,4.458911133909719e-05
2024-01-01 09:30:26,AMZN,224.09,224.45,464.0,200.0,224.26999999999998,0.0004678559759677311,0.0,4.458911133909719e-05,4.458911133909719e-05
2024-01-01 09:30:27,AMZN,224.09,224.45,464.0,300.0,224.26999999999998,0.0009678027152972835,0.0,4.458911133909719e-05,0.00013376733401716486
2024-01-01 09:30:28,AMZN,224.09,224.45,364.0,200.0,224.26999999999998,0.0011740807510318696,4.458911133909719e-05,4.458911133909719e-05,4.458911133909719e-05
2024-01-01 09:30:29,AMZN,224.11,224.45,200.0,200.0,224.28,0.0009708705395504353,0.0,8.917424647766289e-05,2.229356161938404e-05
2024-01-01 09:30:30,AMZN,224.11,224.45,387.0,200.0,224.28,0.0007997445404722322,0.0,0.0,2.229356161938404e-05
2024-01-01 09:30:31,AMZN,224.11,224.45,387.0,200.0,224.28,0.0006519213845876207,8.917424647766289e-05,2.229356161938404e-05,2.229356161938404e-05
2024-01-01 09:30:32,AMZN,224.15,224.45,187.0,200.0,224.3,-8.278954710834915e-05,-8.916629514048252e-05,-6.687472135539357e-05,0.00015604101649562268
2024-01-01 09:30:33,AMZN,224.11,224.45,100.0,200.0,224.28,-0.0005299177434557139,2.229356161938404e-05,2.229356161938404e-05,0.00024522917781335114
2024-01-01 09:30:34,AMZN,224.15,224.42,100.0,400.0,224.285,-0.0005779258884809716,0.0,0.00022293064627586752,0.00022293064627586752
2024-01-01 09:30:35,AMZN,224.15,224.42,200.0,400.0,224.285,-0.0007390083627077937,0.0,0.00022293064627586752,0.00022293064627586752
2024-01-01 09:30:36,AMZN,224.15,224.42,200.0,400.0,224.285,-0.0007285320790323772,0.00022293064627586752,0.00022293064627586752,0.00022293064627586752
2024-01-01 09:30:37,AMZN,224.25,224.42,67.0,400.0,224.33499999999998,-0.00048509609277488003,0.0,0.0,0.0
2024-01-01 09:30:38,AMZN,224.25,224.42,67.0,400.0,224.33499999999998,-0.0001587658728399906,0.0,0.0,0.0
2024-01-01 09:30:39,AMZN,224.25,224.42,67.0,400.0,224.33499999999998,-2.687677016721679e-06,0.0,0.0,-0.0005572023981991219
2024-01-01 09:30:40,AMZN,224.25,224.42,177.0,200.0,224.33499999999998,5.10237850093187e-05,0.0,0.0,-6.686428778383382e-05
2024-01-01 09:30:41,AMZN,224.25,224.42,177.0,200.0,224.33499999999998,8.742819667362234e-05,0.0,-0.0005572023981991219,-0.0005572023981991219
2024-01-01 09:30:42,AMZN,224.25,224.42,100.0,100.0,224.33499999999998,4.696611929063307e-05,0.0,-6.686428778383382e-05,-0.0005572023981991219
2024-01-01 09:30:43,AMZN,224.25,224.42,100.0,100.0,224.33499999999998,0.00011032159913781925,-0.0005572023981991219,-0.0005572023981991219,-0.0005572023981991219
2024-01-01 09:30:44,AMZN,224.0,224.42,10.0,100.0,224.20999999999998,0.0006675239973369385,0.0004906114803087001,0.0,0.0
2024-01-01 09:30:45,AMZN,224.19,224.45,200.0,200.0,224.32,-0.00023960946792963195,-0.0004903708987161806,-0.0004903708987161806,-0.0006909771754636285
2024-01-01 09:30:46,AMZN,224.0,224.42,10.0,300.0,224.20999999999998,0.00014329706227537525,0.0,0.0,-0.0002007046964898421
2024-01-01 09:30:47,AMZN,224.0,224.42,10.0,300.0,224.20999999999998,8.96029069875996e-05,0.0,-0.0002007046964898421,-0.0002230052183220327
2024-01-01 09:30:48,AMZN,224.0,224.42,10.0,300.0,224.20999999999998,8.672520547955048e-05,0.0,-0.0002007046964898421,-0.0003345078274831124
2024-01-01 09:30:49,AMZN,224.0,224.42,10.0,300.0,224.20999999999998,-0.0004704771927195687,-0.0002007046964898421,-0.0002230052183220327,-0.0003345078274831124
2024-01-01 09:30:50,AMZN,223.91,224.42,10.0,100.0,224.165,0.000529842789385615,0.0,-0.00013382999130105564,-0.00013382999130105564
2024-01-01 09:30:51,AMZN,223.91,224.42,10.0,100.0,224.165,2.4024370109102883e-05,-2.230499855015481e-05,-0.00013382999130105564,-0.0002676599826019845
2024-01-01 09:30:52,AMZN,223.91,224.41,10.0,1.0,224.16,0.00021423924538773362,-0.00011152748037118881,-0.00011152748037118881,-0.00024536045681646326
2024-01-01 09:30:53,AMZN,223.86,224.41,100.0,1.0,224.135,0.0002720217363645731,0.0,-0.0001338479041647789,-0.0001338479041647789
2024-01-01 09:30:54,AMZN,223.86,224.41,100.0,1.0,224.135,0.00034593688080234813,0.0,-0.0001338479041647789,-0.0001338479041647789
2024-01-01 09:30:55,AMZN,223.86,224.41,100.0,1.0,224.135,0.00019899648349397392,-0.0001338479041647789,-0.0001338479041647789,-0.0001338479041647789
2024-01-01 09:30:56,AMZN,223.86,224.35,100.0,300.0,224.10500000000002,0.0004020707605949895,0.0,0.0,0.0
2024-01-01 09:30:57,AMZN,223.86,224.35,100.0,300.0,224.10500000000002,0.00016855551344211833,0.0,0.0,-0.00011155485152051798
2024-01-01 09:30:58,AMZN,223.86,224.35,100.0,300.0,224.10500000000002,0.00011076307897469236,0.0,0.0,-0.00011155485152051798
2024-01-01 09:30:59,AMZN,223.86,224.35,100.0,300.0,224.10500000000002,0.00023084944682734881,0.0,-0.00011155485152051798,-0.00011155485152051798
2024-01-01 09:31:00,AMZN,223.86,224.35,100.0,100.0,224.10500000000002,0.0005801682508880617,0.0,-0.00011155485152051798,-0.00011155485152051798
