stock_name,minute,buy_time,buy_price,strategy
MSFT,1900-01-01 13:41:00,1900-01-01 13:41:00.006,30.38,TWAP_Buy
MSFT,1900-01-01 13:42:00,1900-01-01 13:42:00.103,30.36,TWAP_Buy
MSFT,1900-01-01 13:43:00,1900-01-01 13:43:00.026,30.4,TWAP_Buy
MSFT,1900-01-01 13:44:00,1900-01-01 13:44:00.153,30.39,TWAP_Buy
MSFT,1900-01-01 13:45:00,1900-01-01 13:45:00.646,30.38,TWAP_Buy
MSFT,1900-01-01 13:46:00,1900-01-01 13:46:00.052,30.39,TWAP_Buy
MSFT,1900-01-01 13:47:00,1900-01-01 13:47:00.016,30.37,TWAP_Buy
MSFT,1900-01-01 13:48:00,1900-01-01 13:48:00.134,30.37,TWAP_Buy
MSFT,1900-01-01 13:49:00,1900-01-01 13:49:00.956,30.37,TWAP_Buy
MSFT,1900-01-01 13:50:00,1900-01-01 13:50:00.006,30.37,TWAP_Buy
MSFT,1900-01-01 13:51:00,1900-01-01 13:51:00.005,30.38,TWAP_Buy
MSFT,1900-01-01 13:52:00,1900-01-01 13:52:00.219,30.41,TWAP_Buy
MSFT,1900-01-01 13:53:00,1900-01-01 13:53:00.214,30.42,TWAP_Buy
MSFT,1900-01-01 13:54:00,1900-01-01 13:54:00.049,30.43,TWAP_Buy
MSFT,1900-01-01 13:55:00,1900-01-01 13:55:00.019,30.44,TWAP_Buy
MSFT,1900-01-01 13:56:00,1900-01-01 13:56:00.019,30.45,TWAP_Buy
MSFT,1900-01-01 13:57:00,1900-01-01 13:57:00.021,30.47,TWAP_Buy
MSFT,1900-01-01 13:58:00,1900-01-01 13:58:00.124,30.46,TWAP_Buy
MSFT,1900-01-01 13:59:00,1900-01-01 13:59:00.137,30.45,TWAP_Buy
