stock,rows,signal_nan_count,signal_nan_pct,first_valid_timestamp,signal_mean,signal_std,signal_min,signal_max
AMZN,16199,5,0.00030866102845854683,2024-01-01 09:30:05,-3.4364132872841243e-06,0.0002093097587857062,-0.0019186057788744826,0.001792435741767906
GOOG,16199,5,0.00030866102845854683,2024-01-01 09:30:05,6.24046332081636e-07,0.00018620465154694214,-0.0020654280589663676,0.0024484021529056488
INTC,16199,5,0.00030866102845854683,2024-01-01 09:30:05,2.679243741852769e-06,0.00019916448031929307,-0.0019026938188987745,0.003261588536597526
MSFT,16199,5,0.00030866102845854683,2024-01-01 09:30:05,1.3312321334972076e-07,0.00019485147720717542,-0.0015956585672464905,0.0020706878741617216
