stock,minute,sample,algo_buy_time,algo_sell_time,algo_buy_price,algo_sell_price,pred_buy_regret,pred_sell_regret,buy_vwof,sell_vwof,buy_micro_momentum,sell_micro_momentum,buy_spread,sell_spread,buy_threshold,sell_threshold,buy_trigger,sell_trigger
AAPL,1900-01-01 11:43:00,train,1900-01-01 11:43:54.693,1900-01-01 11:43:38.940,584.68,584.5,0.09522214477684242,0.07646710688129782,-0.06862520082624084,-0.08377896613188242,-0.026666668615121125,-0.003660289878439471,0.15999999999996817,0.16999999999995907,0.06240029201567243,0.07695127503711265,fallback_last,ridge_signal_passed_vwof_filter
AAPL,1900-01-01 11:44:00,train,1900-01-01 11:44:56.650,1900-01-01 11:44:50.522,584.55,584.51,0.05328120377588287,0.06504365960017851,-0.13731913731909984,-0.2563661927823377,-0.04750014613944131,-0.04750014613944131,0.03999999999996362,0.19000000000005457,0.06240029201567243,0.07695127503711265,ridge_signal_passed_vwof_filter,ridge_signal_passed_vwof_filter
AAPL,1900-01-01 11:45:00,train,1900-01-01 11:45:50.234,1900-01-01 11:45:25.407,585.19,584.95,0.042867124041708796,0.07694074461413779,0.2182481751824021,-0.06514948683621928,0.030630247183466963,-0.008333335283168708,0.04000000000007731,0.049999999999954525,0.06240029201567243,0.07695127503711265,ridge_signal_passed_vwof_filter,ridge_signal_passed_vwof_filter
AAPL,1900-01-01 11:46:00,train,1900-01-01 11:46:44.985,1900-01-01 11:46:49.093,585.07,584.97,0.05422039351713412,0.057222401120354344,0.04064314426082165,0.011316010058673236,0.04780373284995676,-0.03333333528325966,0.12000000000000455,0.16999999999995907,0.06240029201567243,0.07695127503711265,ridge_signal_passed_vwof_filter,ridge_signal_passed_vwof_filter
AAPL,1900-01-01 11:47:00,train,1900-01-01 11:47:46.033,1900-01-01 11:47:52.680,585.2,585.08,0.061723342822454105,0.07457793696117652,-0.06025070764251506,0.07012195121948547,-1.6253125068033114e-08,-0.08303278744938325,0.17000000000007276,0.14999999999997726,0.06240029201567243,0.07695127503711265,ridge_signal_passed_vwof_filter,ridge_signal_passed_vwof_filter
AAPL,1900-01-01 11:48:00,train,1900-01-01 11:48:38.955,1900-01-01 11:48:33.001,585.23,585.03,0.050923008811721696,0.07115191124029467,0.03690773067330751,0.017472335468835913,-0.03272727325929736,0.024999916415708867,0.08000000000004093,0.07000000000005002,0.06240029201567243,0.07695127503711265,ridge_signal_passed_vwof_filter,ridge_signal_passed_vwof_filter
AAPL,1900-01-01 11:49:00,train,1900-01-01 11:49:34.576,1900-01-01 11:49:34.576,584.76,584.72,0.060872371356703536,0.05185465900712116,-0.12359550561794974,-0.12359550561794974,-0.006666668615821436,-0.006666668615821436,0.03999999999996362,0.03999999999996362,0.06240029201567243,0.07695127503711265,ridge_signal_passed_vwof_filter,ridge_signal_passed_vwof_filter
AAPL,1900-01-01 11:50:00,train,1900-01-01 11:50:36.252,1900-01-01 11:50:32.593,584.99,584.75,0.06206923171686464,0.05219495264276208,0.39095744680840666,-0.28128535867837035,-0.05163926062152768,-0.021666670565082313,0.12999999999999545,0.10000000000002274,0.06240029201567243,0.07695127503711265,ridge_signal_passed_vwof_filter,ridge_signal_passed_vwof_filter
AAPL,1900-01-01 11:51:00,train,1900-01-01 11:51:48.945,1900-01-01 11:51:29.679,584.78,584.76,0.061064083802241764,0.06450886006142192,0.030404463040437823,-0.1701427003292711,0.006542053342514009,-2.9239117793622427e-09,0.17999999999994998,0.11000000000001364,0.06240029201567243,0.07695127503711265,ridge_signal_passed_vwof_filter,ridge_signal_passed_vwof_filter
AAPL,1900-01-01 11:52:00,train,1900-01-01 11:52:51.084,1900-01-01 11:52:30.958,585.19,584.96,0.06057621879857225,0.0741399438151635,0.004928420558553173,0.05158542356837397,-0.026666668616940115,0.0163636310454649,0.16000000000008185,0.03999999999996362,0.06240029201567243,0.07695127503711265,ridge_signal_passed_vwof_filter,ridge_signal_passed_vwof_filter
